Gene	01CPTAC_OVprospective_Proteome_PNNL_20161212 Spectral Counts	01CPTAC_OVprospective_Proteome_PNNL_20161212 Distinct Peptides	01CPTAC_OVprospective_Proteome_PNNL_20161212 Unshared Peptides	02CPTAC_OVprospective_Proteome_PNNL_20161212 Spectral Counts	02CPTAC_OVprospective_Proteome_PNNL_20161212 Distinct Peptides	02CPTAC_OVprospective_Proteome_PNNL_20161212 Unshared Peptides	03CPTAC_OVprospective_Proteome_PNNL_20161212 Spectral Counts	03CPTAC_OVprospective_Proteome_PNNL_20161212 Distinct Peptides	03CPTAC_OVprospective_Proteome_PNNL_20161212 Unshared Peptides	04CPTAC_OVprospective_Proteome_PNNL_20161212 Spectral Counts	04CPTAC_OVprospective_Proteome_PNNL_20161212 Distinct Peptides	04CPTAC_OVprospective_Proteome_PNNL_20161212 Unshared Peptides	05CPTAC_OVprospective_Proteome_PNNL_20161212 Spectral Counts	05CPTAC_OVprospective_Proteome_PNNL_20161212 Distinct Peptides	05CPTAC_OVprospective_Proteome_PNNL_20161212 Unshared Peptides	06CPTAC_OVprospective_Proteome_PNNL_20161212 Spectral Counts	06CPTAC_OVprospective_Proteome_PNNL_20161212 Distinct Peptides	06CPTAC_OVprospective_Proteome_PNNL_20161212 Unshared Peptides	07CPTAC_OVprospective_Proteome_PNNL_20161212 Spectral Counts	07CPTAC_OVprospective_Proteome_PNNL_20161212 Distinct Peptides	07CPTAC_OVprospective_Proteome_PNNL_20161212 Unshared Peptides	08CPTAC_OVprospective_Proteome_PNNL_20161212 Spectral Counts	08CPTAC_OVprospective_Proteome_PNNL_20161212 Distinct Peptides	08CPTAC_OVprospective_Proteome_PNNL_20161212 Unshared Peptides	09CPTAC_OVprospective_Proteome_PNNL_20161212 Spectral Counts	09CPTAC_OVprospective_Proteome_PNNL_20161212 Distinct Peptides	09CPTAC_OVprospective_Proteome_PNNL_20161212 Unshared Peptides	10CPTAC_OVprospective_Proteome_PNNL_20161212 Spectral Counts	10CPTAC_OVprospective_Proteome_PNNL_20161212 Distinct Peptides	10CPTAC_OVprospective_Proteome_PNNL_20161212 Unshared Peptides	11CPTAC_OVprospective_Proteome_PNNL_20161212 Spectral Counts	11CPTAC_OVprospective_Proteome_PNNL_20161212 Distinct Peptides	11CPTAC_OVprospective_Proteome_PNNL_20161212 Unshared Peptides	12CPTAC_OVprospective_Proteome_PNNL_20161212 Spectral Counts	12CPTAC_OVprospective_Proteome_PNNL_20161212 Distinct Peptides	12CPTAC_OVprospective_Proteome_PNNL_20161212 Unshared Peptides	Spectral Counts	Distinct Peptides	Unshared Peptides	NCBIGeneID	Authority	Description	Organism	Chromosome	Locus	Proteins	Assays
CD84	0	0	0	2	2	2	4	3	3	1	1	1	2	2	2	3	3	3	4	3	3	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	18	6	6	8832	HGNC:1704	CD84 molecule	Homo sapiens	1	1q23.3	NP_001171808.1;NP_001171810.1;NP_001171811.1;NP_001317671.1;NP_003865.1;Q9UIB8;Q9UIB8-2;Q9UIB8-3;Q9UIB8-4;Q9UIB8-5;Q9UIB8-6;Q9UIB8-7;XP_011508397.1	
CD8A	3	3	3	2	2	2	5	4	4	0	0	0	2	2	2	3	3	3	2	2	2	2	2	2	1	1	1	2	2	2	2	2	2	3	3	3	27	8	8	925	HGNC:1706	CD8a molecule	Homo sapiens	2	2p11.2	B8ZZZ4;NP_001139345.1;NP_001759.3;NP_741969.1;P01732;P01732-2;P01732-3	
CD9	42	16	16	45	19	19	51	18	18	63	22	22	69	18	18	79	19	19	85	22	22	48	18	18	78	18	18	50	20	20	46	16	16	73	19	19	729	29	29	928	HGNC:1709	CD9 molecule	Homo sapiens	12	12p13.31	A0A087WU13;A6NNI4;F5GXT1;G8JLH6;NP_001317241.1;NP_001760.1;P21926;XP_005253871.1	
CD93	7	5	5	8	7	7	7	6	6	6	5	5	3	3	3	11	7	7	6	6	6	5	5	5	2	2	2	7	5	5	12	5	5	7	5	5	81	12	12	22918	HGNC:15855	CD93 molecule	Homo sapiens	20	20p11.21	NP_036204.2;Q9NPY3	
CD99	7	3	3	9	4	4	13	7	7	9	4	4	9	5	5	9	5	5	8	4	4	9	4	4	21	5	5	13	3	3	15	5	5	12	7	7	134	12	12	4267	HGNC:7082	CD99 molecule (Xg blood group)	Homo sapiens	X|Y	Xp22.33 and Yp11.2	A0A096LP69;A8MQT7;H7C2F2;NP_001116370.1;NP_001308296.1;NP_001308297.1;NP_001308298.1;NP_001308299.1;NP_002405.1;P14209;P14209-2;P14209-3	
CD99L2	4	3	3	1	1	1	2	2	2	4	3	3	3	3	3	2	2	2	2	1	1	2	2	2	2	2	2	4	2	2	2	2	2	3	2	2	31	6	6	83692	HGNC:18237	CD99 molecule like 2	Homo sapiens	X	Xq28	A0A0U1RQT8;H0Y4H3;NP_001171737.1;NP_001229543.1;NP_113650.2;NP_604394.1;NP_604395.1;Q8TCZ2;Q8TCZ2-2;Q8TCZ2-3;Q8TCZ2-4;Q8TCZ2-5;Q8TCZ2-6;XP_011529504.1;XP_016885379.1;XP_016885380.1	
CDA	5	5	5	2	2	2	0	0	0	0	0	0	1	1	1	2	2	2	3	3	3	3	3	3	4	4	4	2	2	2	1	1	1	0	0	0	23	7	7	978	HGNC:1712	cytidine deaminase	Homo sapiens	1	1p36.12	NP_001776.1;P32320	
CDAN1	1	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	3	3	3	2	2	2	0	0	0	4	4	4	3	3	3	3	3	3	17	10	10	146059	HGNC:1713	codanin 1	Homo sapiens	15	15q15.2	H3BM60;H3BPZ6;NP_612486.2;Q8IWY9;Q8IWY9-1;XP_005254233.1;XP_011519572.1;XP_011519573.1;XP_011519576.1	
CDC123	5	5	5	3	3	3	7	6	6	6	6	6	4	4	4	3	3	3	5	5	5	3	3	3	8	7	7	6	6	6	10	9	9	10	8	8	70	13	13	8872	HGNC:16827	cell division cycle 123	Homo sapiens	10	10p14-p13	H7BZW7;NP_006014.2;O75794;X6RA30;X6RF82;X6RKY7;XP_005252695.1	
CDC16	6	6	6	7	5	5	5	4	4	12	9	9	7	6	6	10	8	8	12	9	9	5	4	4	5	5	5	11	9	9	10	7	7	10	8	8	100	22	22	8881	HGNC:1720	cell division cycle 16	Homo sapiens	13	13q34	NP_001072113.1;NP_001305446.1;NP_001305447.1;NP_001317030.1;NP_001317033.1;NP_001317034.1;NP_003894.3;Q13042;Q13042-2;Q13042-3;Q13042-4;Q5T8C6;XP_005266263.1;XP_011533153.1;XP_011533155.1;XP_016876319.1;XP_016876320.1;XP_016876322.1	
CDC20	0	0	0	1	1	1	0	0	0	1	1	1	3	3	3	0	0	0	1	1	1	1	1	1	2	2	2	2	2	2	1	1	1	1	1	1	13	8	8	991	HGNC:1723	cell division cycle 20	Homo sapiens	1	1p34.2	NP_001246.2;Q12834	
CDC23	1	1	1	2	2	2	3	3	3	10	9	8	5	4	3	6	6	6	14	10	8	12	8	7	12	8	7	9	8	6	6	4	2	14	10	10	94	22	20	8697	HGNC:1724	cell division cycle 23	Homo sapiens	5	5q31.2	D6RBY8;D6RCF8;H0Y936;NP_004652.2;Q9UJX2;Q9UJX2-2;Q9UJX2-3	
CDC26	4	4	4	3	3	3	3	3	3	2	2	2	1	1	1	2	2	2	2	1	1	4	3	3	3	2	2	4	3	3	2	2	2	4	4	4	34	5	5	246184	HGNC:17839	cell division cycle 26	Homo sapiens	9	9q32	NP_644815.1;Q8NHZ8;XP_016870062.1;XP_016870063.1;XP_016870064.1	
CDC27	9	9	9	5	5	5	10	10	10	11	10	10	7	6	6	12	12	12	10	10	10	11	11	11	15	14	14	14	11	11	12	12	12	16	13	13	132	28	28	996	HGNC:1728	cell division cycle 27	Homo sapiens	17	17q21.32	E9PRZ6;F6QPS0;G5EA36;I3L1K3;I3L225;I3L2Z8;I3L328;I3L394;I3L3G1;I3L3H6;K7EMA6;NP_001107563.1;NP_001247.3;NP_001280018.1;NP_001280020.1;P30260;P30260-2;XP_011523848.1;XP_011523849.1;XP_011523850.1;XP_011523851.1;XP_011523852.1;XP_016880970.1;XP_016880971.1;XP_016880972.1;XP_016880973.1;XP_016880974.1;XP_016880975.1;XP_016880976.1;XP_016880977.1	
CDC34	1	1	1	1	1	0	1	1	1	2	2	1	2	2	2	2	2	1	4	3	2	2	1	1	1	1	0	2	2	1	4	3	2	4	4	3	26	5	4	997	HGNC:1734	cell division cycle 34	Homo sapiens	19	19p13.3	NP_004350.1;P49427;U3KPV8;U3KQ77;U3KQP9;XP_005259747.1;XP_006723015.1	
CDC37	54	21	21	46	19	19	58	27	26	69	23	23	74	28	28	55	25	24	68	28	27	51	25	24	62	23	23	53	26	26	64	20	20	65	23	23	719	40	38	11140	HGNC:1735	cell division cycle 37	Homo sapiens	19	19p13.2	K7EIU0;K7EKQ2;K7EL68;K7EQA9;NP_008996.1;Q16543;XP_011525954.1	
CDC37L1	2	2	2	2	2	2	3	3	3	2	2	2	2	2	2	6	5	5	4	4	4	4	3	3	7	7	7	6	5	5	4	3	3	10	8	8	52	13	13	55664	HGNC:17179	cell division cycle 37 like 1	Homo sapiens	9	9p24.1	B1AL69;NP_060383.2;Q7L3B6	
CDC40	11	9	9	9	7	7	14	13	13	17	14	14	12	10	10	12	11	11	15	14	14	9	9	9	12	10	10	11	9	9	17	12	12	23	18	18	162	28	28	51362	HGNC:17350	cell division cycle 40	Homo sapiens	6	6q21	NP_056975.1;O60508;Q5SRN1	
CDC42	145	44	33	114	38	25	159	50	35	136	40	28	119	39	26	121	46	32	147	47	31	106	39	27	200	39	28	137	37	26	173	39	29	149	47	31	1706	67	49	998	HGNC:1736	cell division cycle 42	Homo sapiens	1	1p36.12	NP_001034891.1;NP_001782.1;NP_426359.1;P60953;P60953-1;Q5JYX0	
CDC42BPA	24	20	11	31	27	17	15	13	7	22	19	10	23	21	13	25	22	14	27	26	20	24	20	14	25	24	17	29	16	6	25	23	19	29	24	17	299	64	51	8476	HGNC:1737	CDC42 binding protein kinase alpha	Homo sapiens	1	1q42.13	A0A0A0MRJ0;A0A0A0MRJ1;H0Y5V1;H0Y6R0;H0Y6V3;H0Y7V8;NP_003598.2;NP_055641.3;Q5VT25;Q5VT25-2;Q5VT25-3;Q5VT25-4;Q5VT25-5;Q5VT25-6;XP_005273374.1;XP_005273375.1;XP_005273377.1;XP_005273378.1;XP_005273379.1;XP_005273381.1;XP_006711897.1;XP_006711898.1;XP_011542608.1;XP_011542609.1;XP_011542610.1;XP_011542611.1;XP_016858067.1;XP_016858068.1;XP_016858069.1;XP_016858070.1;XP_016858071.1	
CDC42BPB	40	36	28	43	39	31	35	30	23	59	49	42	40	35	28	56	46	38	70	52	45	50	42	33	54	43	35	68	55	44	54	45	41	68	50	40	637	93	80	9578	HGNC:1738	CDC42 binding protein kinase beta	Homo sapiens	14	14q32.32	A0A0U1RRC3;H0YLY0;NP_006026.3;Q9Y5S2;XP_005268284.1;XP_005268285.1;XP_005268286.1;XP_005268287.1;XP_011535689.1	
CDC42BPG	5	5	4	5	5	4	3	3	2	3	3	2	6	6	4	9	8	6	9	8	6	3	3	2	5	4	3	9	8	6	4	4	2	5	5	4	66	20	18	55561	HGNC:29829	CDC42 binding protein kinase gamma	Homo sapiens	11	11q13.1	NP_059995.2;Q6DT37;XP_011543457.1;XP_011543458.1;XP_011543459.1;XP_011543460.1;XP_011543461.1;XP_011543462.1;XP_011543463.1;XP_016873485.1;XP_016873486.1;XP_016873487.1;XP_016873488.1	
CDC42EP1	8	4	3	9	6	5	7	5	3	13	10	8	19	10	8	13	8	6	8	7	5	11	10	8	8	6	6	9	7	7	11	8	7	10	9	7	126	16	14	11135	HGNC:17014	CDC42 effector protein 1	Homo sapiens	22	22q13.1	B0QYC6;B0QYC7;B0QYC8;NP_689449.1;Q00587;Q00587-2;XP_006724170.1;XP_006724171.1;XP_006724172.1;XP_016884030.1	
CDC42EP2	0	0	0	1	1	1	0	0	0	1	1	1	1	1	1	0	0	0	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	10	4	4	10435	HGNC:16263	CDC42 effector protein 2	Homo sapiens	11	11q13.1	NP_006770.1;O14613;XP_016872583.1	
CDC42EP3	0	0	0	2	2	2	1	1	1	0	0	0	2	2	2	2	1	1	2	2	2	0	0	0	2	2	2	2	2	2	0	0	0	1	1	1	14	4	4	10602	HGNC:16943	CDC42 effector protein 3	Homo sapiens	2	2p22.2	C9JEZ4;NP_001257365.1;NP_001257366.1;NP_001257367.1;NP_006440.2;Q9UKI2;XP_011530784.1	CPTAC-961
CDC42EP4	13	7	5	20	12	10	20	13	11	16	10	8	27	15	13	21	13	11	19	15	13	14	10	9	20	13	12	13	9	9	20	15	14	18	14	12	221	24	22	23580	HGNC:17147	CDC42 effector protein 4	Homo sapiens	17	17q25.1	J3KRZ9;J3QQS6;J3QR93;NP_036253.2;Q9H3Q1;Q9H3Q1-2;XP_005257239.1	
CDC42EP5	3	2	1	3	2	1	2	1	0	9	7	6	5	4	3	5	3	2	3	2	1	3	3	3	2	2	1	3	3	3	4	4	3	4	3	2	46	9	8	148170	HGNC:17408	CDC42 effector protein 5	Homo sapiens	19	19q13.42	A0A0G2JPE9;NP_659494.2;Q6NZY7	
CDC5L	51	35	35	47	33	33	48	34	34	58	38	38	51	33	33	56	35	35	57	33	33	55	34	34	56	34	34	64	40	40	50	32	32	69	42	42	662	69	69	988	HGNC:1743	cell division cycle 5 like	Homo sapiens	6	6p21.1	NP_001244.1;Q99459	
CDC73	27	24	24	22	18	18	25	21	21	30	19	19	31	25	25	23	16	16	31	26	26	31	23	23	31	22	22	24	20	20	35	25	25	34	27	27	344	44	44	79577	HGNC:16783	cell division cycle 73	Homo sapiens	1	1q31.2	A0A1B0GUB2;NP_078805.3;Q6P1J9;XP_006711600.1	
CDCA3	2	2	2	2	1	1	0	0	0	2	1	1	0	0	0	0	0	0	2	1	1	4	4	4	0	0	0	0	0	0	0	0	0	1	1	1	13	6	6	83461	HGNC:14624	cell division cycle associated 3	Homo sapiens	12	12p13.31	F5GX58;F8WDL1;J3KMY0;NP_001284531.1;NP_001284532.1;NP_001284533.1;NP_001317948.1;NP_112589.1;Q99618	
CDCA5	0	0	0	0	0	0	2	2	2	0	0	0	2	2	2	3	3	3	4	3	3	1	1	1	1	1	1	2	2	2	0	0	0	3	3	3	18	6	6	113130	HGNC:14626	cell division cycle associated 5	Homo sapiens	11	11q13.1	B5MBX0;H0YCL8;NP_542399.1;Q96FF9;XP_005273790.1;XP_005273791.1;XP_011543045.1;XP_011543049.1;XP_011543050.1;XP_011543051.1;XP_016872647.1	
CDCA8	2	2	2	0	0	0	5	4	4	3	3	3	2	2	2	1	1	1	2	2	2	5	5	5	3	2	2	1	1	1	2	1	1	2	1	1	28	9	9	55143	HGNC:14629	cell division cycle associated 8	Homo sapiens	1	1p34.3	NP_001243804.1;NP_060571.1;Q53HL2	
CDCP1	6	6	6	3	2	2	1	1	1	5	5	5	6	5	5	9	8	8	5	4	4	5	4	4	7	6	6	5	4	4	13	9	9	11	8	8	76	19	19	64866	HGNC:24357	CUB domain containing protein 1	Homo sapiens	3	3p21.31	NP_073753.3;NP_835488.1;Q9H5V8;Q9H5V8-2;Q9H5V8-3;XP_011532326.1;XP_016862559.1	
CDH1	37	25	24	35	21	20	29	20	18	42	26	25	54	29	27	46	27	26	49	28	27	49	24	22	52	28	25	50	24	22	48	27	25	60	34	32	551	48	45	999	HGNC:1748	cadherin 1	Homo sapiens	16	16q22.1	A0A087WU43;A0A087WX17;A0A087WXI5;H3BNC6;H3BVI7;J3QKP1;NP_001304113.1;NP_001304114.1;NP_001304115.1;NP_004351.1;P12830;P12830-2;XP_011521790.1;XP_011521791.1	
CDH11	22	14	14	11	11	10	17	12	12	14	10	10	25	18	17	27	19	19	23	19	19	21	15	14	25	19	18	15	13	13	35	21	20	20	16	15	255	40	39	1009	HGNC:1750	cadherin 11	Homo sapiens	16	16q21	A0A087X227;H3BQH2;H3BUU9;NP_001295321.1;NP_001317505.1;NP_001788.2;P55287;P55287-2;XP_005255818.1;XP_005255819.1;XP_005255820.1;XP_011521105.1	
CDH13	13	10	10	14	10	10	21	14	14	16	13	13	12	10	10	34	19	19	17	12	12	21	13	13	11	9	9	12	11	11	8	7	7	13	10	10	192	27	27	1012	HGNC:1753	cadherin 13	Homo sapiens	16	16q23.3	F5H7W7;H3BRL7;H3BV21;NP_001207417.1;NP_001207418.1;NP_001207419.1;NP_001207420.1;NP_001207421.1;NP_001248.1;P55290;P55290-2;P55290-3;P55290-4;P55290-5;XP_011521106.1;XP_016878337.1;XP_016878338.1	non-CPTAC-2636
CDH2	15	9	9	20	12	12	13	8	8	36	19	19	23	18	18	15	12	12	17	12	12	21	12	12	22	14	14	14	13	13	23	15	15	19	12	12	238	33	33	1000	HGNC:1759	cadherin 2	Homo sapiens	18	18q12.1	C9J126;C9J8J8;C9JMH2;NP_001295105.1;NP_001783.2;P19022;P19022-2;XP_011524090.1;XP_016881003.1	
CDH3	8	6	5	4	2	1	8	8	6	9	8	7	6	4	2	7	5	4	7	6	5	21	13	11	16	13	10	12	11	9	10	10	8	17	12	10	125	25	22	1001	HGNC:1762	cadherin 3	Homo sapiens	16	16q22.1	J3QL41;J3QL75;J3QR60;NP_001304124.1;NP_001304125.1;NP_001784.2;P22223;P22223-2;XP_011521102.1	
CDH5	4	4	4	4	3	3	5	5	5	4	4	4	6	6	6	4	3	3	6	5	5	11	10	10	5	4	4	5	4	4	4	3	3	4	4	4	62	17	17	1003	HGNC:1764	cadherin 5	Homo sapiens	16	16q21	B4DTR2;H3BPG1;H3BR11;H3BR64;I3L1J2;NP_001786.2;P33151;P33151-2;XP_011521103.1	
CDH6	16	12	12	32	22	22	12	9	9	28	18	18	30	20	20	23	16	16	44	25	25	24	16	16	39	21	21	16	14	14	41	17	17	41	25	25	346	36	36	1004	HGNC:1765	cadherin 6	Homo sapiens	5	5p13.3	D6RF86;NP_004923.1;P55285;P55285-2;XP_011512223.1;XP_016864399.1;XP_016864400.1	
CDIPT	16	10	10	12	5	5	10	6	6	11	5	5	12	6	6	11	7	7	12	7	7	18	9	9	15	8	8	15	8	8	8	7	7	12	5	5	152	11	11	10423	HGNC:1769	CDP-diacylglycerol--inositol 3-phosphatidyltransferase	Homo sapiens	16	16p11.2	B3KY94;H3BUR9;NP_001273514.1;NP_001273515.1;NP_006310.1;O14735;O14735-2;O14735-3;XP_005255095.1	
CDK1	25	16	14	26	14	12	30	20	18	27	14	12	29	16	14	31	18	16	31	16	14	19	11	10	20	10	8	17	12	11	23	14	12	39	18	16	317	27	25	983	HGNC:1722	cyclin dependent kinase 1	Homo sapiens	10	10q21.2	A0A024QZP7;A0A087WZZ9;E5RIU6;NP_001163877.1;NP_001163878.1;NP_001307847.1;NP_001777.1;NP_203698.1;P06493;P06493-2;XP_005270360.1	CPTAC-797;CPTAC-798;CPTAC-801;CPTAC-1040;CPTAC-1041;CPTAC-1042;CPTAC-1200
CDK11A	23	19	0	28	19	1	34	22	2	35	24	1	44	27	1	28	20	1	35	21	1	35	22	1	33	20	1	30	21	1	38	22	1	41	22	2	404	45	3	728642	HGNC:1730	cyclin dependent kinase 11A	Homo sapiens	1	1p36.33	E7ESP2;E9PFJ2;J3KS35;NP_001300825.1;NP_001300911.1;NP_076916.2;NP_277071.2;Q5QPQ9;Q5QPR3;Q5QPR4;Q9UQ88;Q9UQ88-10;Q9UQ88-2;Q9UQ88-3;Q9UQ88-4;Q9UQ88-5;Q9UQ88-8;Q9UQ88-9	
CDK11B	25	20	1	30	19	1	35	22	2	35	24	1	44	27	1	32	22	3	39	21	1	38	23	2	33	21	2	31	22	2	42	23	2	38	20	0	422	45	3	984	HGNC:1729	cyclin dependent kinase 11B	Homo sapiens	1	1p36.33	A0A087WYI9;A0A087X1I0;A0A0D9SEI3;A0A0D9SEN2;A0A0D9SER5;B7ZVY7;J3QR29;J3QR44;NP_001278274.1;NP_001778.2;NP_277021.2;NP_277022.1;NP_277024.2;NP_277025.1;P21127;P21127-10;P21127-12;P21127-2;P21127-3;P21127-4;P21127-5;P21127-6;P21127-8;P21127-9;XP_006711128.1;XP_011540792.1;XP_011540793.1;XP_011540794.1;XP_011540795.1;XP_011540796.1;XP_011540797.1;XP_011540798.1;XP_016858414.1;XP_016858415.1;XP_016858416.1;XP_016858417.1	
CDK12	10	6	3	9	3	2	5	3	1	9	3	2	6	4	3	6	5	3	7	6	4	11	9	5	13	12	8	16	8	5	12	12	9	10	7	4	114	33	23	51755	HGNC:24224	cyclin dependent kinase 12	Homo sapiens	17	17q12	H0YLT2;J3QSD7;NP_055898.1;NP_057591.2;Q9NYV4;Q9NYV4-2;Q9NYV4-3;XP_005257513.1;XP_005257515.1;XP_011523194.1;XP_011523195.1;XP_011523196.1;XP_011523197.1;XP_011523198.1;XP_011523199.1;XP_011523200.1;XP_011523201.1;XP_011523202.1;XP_011523203.1;XP_011523204.1;XP_011523205.1;XP_011523207.1;XP_011523208.1;XP_011523209.1;XP_016880233.1;XP_016880234.1;XP_016880235.1;XP_016880236.1;XP_016880237.1;XP_016880238.1;XP_016880239.1;XP_016880240.1;XP_016880241.1;XP_016880242.1	
CDK13	13	8	4	10	4	3	9	7	5	12	6	4	10	9	8	10	9	7	12	10	7	11	10	5	14	12	7	10	8	4	12	12	8	21	16	13	144	42	31	8621	HGNC:1733	cyclin dependent kinase 13	Homo sapiens	7	7p14.1	A0A087X209;NP_003709.3;NP_112557.2;Q14004;Q14004-2;Q9BVE2;XP_011513899.1;XP_016868239.1;XP_016868240.1	
CDK14	6	2	0	7	1	0	4	2	0	9	3	1	4	3	1	3	2	0	4	3	1	3	2	0	1	1	0	3	3	3	3	3	2	7	4	3	54	7	5	5218	HGNC:8883	cyclin dependent kinase 14	Homo sapiens	7	7q21.13	C9IYJ9;E7EUK8;NP_001274064.1;NP_001274065.1;NP_001274066.1;NP_036527.1;O94921;O94921-2;O94921-3;XP_005250493.1;XP_005250495.1;XP_005250496.1;XP_011514608.1;XP_011514609.1;XP_016867809.1;XP_016867810.1;XP_016867811.1	
CDK16	12	7	3	11	4	0	9	7	2	25	16	9	9	7	3	10	9	4	9	8	5	11	9	4	5	5	2	7	6	3	7	7	1	15	11	7	130	25	16	5127	HGNC:8749	cyclin dependent kinase 16	Homo sapiens	X	Xp11.3	A0A087WZU2;E5RGN0;E5RGV7;E5RIU4;E5RIY8;E5RJM2;E5RJQ8;H0YAZ9;H0YBX5;H0YC36;H0YC60;NP_001163931.1;NP_006192.1;NP_148978.2;Q00536;Q00536-2;Q00536-3;XP_011542222.1;XP_011542223.1;XP_011542224.1;XP_011542225.1;XP_011542226.1;XP_011542227.1;XP_011542228.1;XP_011542229.1;XP_011542230.1;XP_016885058.1;XP_016885059.1;XP_016885060.1;XP_016885061.1;XP_016885062.1	
CDK17	10	5	2	11	5	2	5	3	1	14	7	3	8	6	3	8	7	4	13	10	8	6	5	2	5	5	2	5	5	3	6	6	1	12	9	4	103	17	11	5128	HGNC:8750	cyclin dependent kinase 17	Homo sapiens	12	12q23.1	F5H6Z0;F8VQZ9;F8VUX2;F8VZY6;F8W1S5;NP_001163935.1;NP_002586.2;Q00537;Q00537-2;XP_016874894.1;XP_016874895.1;XP_016874896.1	
CDK18	6	2	0	13	6	2	6	4	0	14	6	2	6	5	2	10	9	4	9	6	3	7	6	2	6	6	2	4	4	3	6	6	1	8	5	2	95	15	9	5129	HGNC:8751	cyclin dependent kinase 18	Homo sapiens	1	1q32.1	A0A0A0MSJ6;D6R9B0;D6R9X1;D6RA44;D6RGH0;NP_002587.2;NP_997667.1;NP_997668.1;Q07002;Q07002-2;Q07002-3;XP_011507904.1;XP_016856912.1	
CDK19	1	1	1	2	1	1	3	3	3	4	3	3	0	0	0	1	1	1	3	3	3	4	4	4	2	2	2	3	3	3	3	3	3	4	4	4	30	11	11	23097	HGNC:19338	cyclin dependent kinase 19	Homo sapiens	6	6q21	F6QTA4;H0YDW9;NP_001287889.1;NP_001287892.1;NP_001287893.1;NP_055891.1;Q5JQZ9;Q9BWU1;Q9BWU1-2;XP_005266928.1;XP_011533932.1;XP_011533933.1;XP_011533934.1;XP_016866076.1;XP_016866077.1	
CDK2	17	9	7	17	9	7	13	10	8	22	11	9	11	8	6	20	11	9	19	11	9	19	13	12	13	9	7	12	8	7	17	11	9	28	17	15	208	21	19	1017	HGNC:1771	cyclin dependent kinase 2	Homo sapiens	12	12q13.2	E7ESI2;G3V317;G3V5T9;NP_001277159.1;NP_001789.2;NP_439892.2;P24941;P24941-2;XP_011536034.1	CPTAC-797;CPTAC-798;CPTAC-1040
CDK2AP1	4	4	4	2	2	2	3	3	3	3	2	2	4	4	4	3	3	3	4	3	3	3	3	3	6	3	3	2	2	2	5	3	3	8	4	4	47	6	6	8099	HGNC:14002	cyclin dependent kinase 2 associated protein 1	Homo sapiens	12	12q24.31	F5GZF0;NP_001257362.1;NP_001257363.1;NP_004633.1;O14519;O14519-2	
CDK4	15	6	2	19	9	4	24	14	8	25	11	7	21	14	9	19	14	9	20	12	8	22	13	7	15	11	6	19	12	8	13	11	6	34	20	15	246	26	20	1019	HGNC:1773	cyclin dependent kinase 4	Homo sapiens	12	12q14.1	F8VTV8;F8VWX7;F8VXD2;F8VYH9;F8VYY1;F8VZ13;F8VZ51;F8VZZ0;F8W1L8;NP_000066.1;P11802;P11802-2;Q96BE9	
CDK5	21	12	11	21	12	10	18	10	8	30	14	13	17	10	9	19	12	11	22	13	12	19	15	14	18	12	11	14	9	9	18	9	8	29	16	15	246	19	17	1020	HGNC:1774	cyclin dependent kinase 5	Homo sapiens	7	7q36.1	NP_001157882.1;NP_004926.1;Q00535;Q00535-2	
CDK5RAP1	2	2	2	1	1	1	4	3	3	4	3	3	3	3	3	1	1	1	4	4	4	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	25	10	10	51654	HGNC:15880	CDK5 regulatory subunit associated protein 1	Homo sapiens	20	20q11.21	H0Y721;NP_001265096.1;NP_001265097.1;NP_001265098.1;NP_057166.4;NP_057492.2;Q96SZ6;Q96SZ6-2;Q96SZ6-3;Q96SZ6-4;Q96SZ6-5;Q96SZ6-6;XP_011527158.1;XP_011527159.1;XP_011527160.1;XP_011527161.1;XP_011527162.1;XP_016883365.1;XP_016883366.1	
CDK5RAP2	2	2	2	0	0	0	3	3	3	9	9	9	4	4	4	6	5	4	7	7	6	6	6	5	6	5	5	4	4	4	5	4	4	6	6	6	58	29	28	55755	HGNC:18672	CDK5 regulatory subunit associated protein 2	Homo sapiens	9	9q33.2	A0A0A0MRG9;B1AMJ5;C9K0C9;F8WBJ0;F8WCI3;F8WF55;NP_001011649.1;NP_001258968.1;NP_060719.4;Q5JTU8;Q96SN8;Q96SN8-2;Q96SN8-3;Q96SN8-4;XP_006717245.1;XP_006717248.1;XP_011517162.1;XP_016870410.1;XP_016870411.1;XP_016870412.1;XP_016870413.1	
CDK5RAP3	36	22	22	31	17	17	31	20	20	32	20	20	39	20	20	40	24	24	36	19	19	49	23	23	35	23	23	40	23	23	39	22	22	33	19	19	441	35	35	80279	HGNC:18673	CDK5 regulatory subunit associated protein 3	Homo sapiens	17	17q21.32	J3KRI2;J3KRK4;J3KS63;J3QL86;J3QL95;J3QQY1;J3QRM1;J3QS62;NP_001265126.1;NP_001265127.1;NP_001265145.1;NP_001265146.1;NP_788276.1;Q96JB5;Q96JB5-2;Q96JB5-3;Q96JB5-4;XP_011523599.1;XP_016880653.1;XP_016880654.1;XP_016880655.1	
